model,story_id,user_story,plantuml
Llama-3.1-70b,59,"As a researcher, I want to record research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.",
Llama-3.1-70b,61,"As a attendee, I want to get detailed directions to the summit venue, so that I can get to the summit easily on the day of the event.",
Llama-3.1-70b,63,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",
Llama-3.1-70b,65,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",
Llama-3.1-70b,69,"As a repoadmin, I want to have Symplectic Elements to communicate",
Llama-3.1-70b,71,"As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.",
Llama-3.1-70b,73,"As an OlderPerson, I want to have ALFRED to set limits in the games duration as I get bored easily.",
Llama-3.1-70b,77,"As a manager, I want to save the menu each month.",
Llama-3.1-70b,79,"As an Archivist, I want to upload an EAD for import from within the frontend application.",
Llama-3.1-70b,81,"As a PI, I want to plan what kind of data I want to record/store, so that I can ensure it will possible to store it.",
Llama-3.1-70b,83,"As a member, I want to remove reservations so that I can cancel my reservation anytime I want.",
Llama-3.1-70b,85,"As a librarian, I want to update pages for book information.",
Llama-3.1-70b,87,"As a user, I want frontend changes for managing enum lists.",
Llama-3.1-70b,89,"As an admin, I want to automatically validated the ingested contents for copyright infringement.",
Llama-3.1-70b,91,"As a manager, I want to delete library members.",
Llama-3.1-70b,93,"As a user, I want to link my email account to my profile, so that I can get a temporary password in case I forget my own one.",
Llama-3.1-70b,95,"As a chef, I want to update the ingredients of the menu items.",
Llama-3.1-70b,97,"As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.",
Llama-3.1-70b,101,"As an archivist, I want to upload a single file.",
Llama-3.1-70b,103,"As a librarian, I want to create information about borrowed books.",
Llama-3.1-70b,105,"As a Staff, I want to edit book, so that I can correct book records those are faulty.",
Llama-3.1-70b,108,"As an archivist, I want to access metadata and visual representations of index cards, so that I can use that information to assist researchers.",
Llama-3.1-70b,111,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.",
Llama-3.1-70b,114,"As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.",
Llama-3.1-70b,116,"As a member, I want to calculate the fine for delayed returns by automatically.",
Llama-3.1-70b,118,"As a cook, I want to mark items unavailable, so that Waiter can inform customers.",
Llama-3.1-70b,121,"As an Archivist, I want to create and edit Agent records.",
Llama-3.1-70b,123,"As an Archivist, I want to create and edit Event records.",
Llama-3.1-70b,125,"As an app developer, I want to share a dataset type that I had previously deployed as part of an app.",
Llama-3.1-70b,127,"As a manager, I want to keep track of resources available so that I can manage inventory.",
Llama-3.1-70b,130,"As a depositor, I want to specify a disposal policy for my data, so that I do not accidentally breach laws or collaboration agreements.",
Llama-3.1-70b,132,"As a Zooniverse admin, I want to know when I should educate a volunteer.",
Llama-3.1-70b,134,"As a repository manager, I want to see a display of recent errors deduplicated for easy comprehension like Symplectic Elements provides.",
Llama-3.1-70b,142,"As a researcher I want clear citation information on each document, so that I can cite accurately in a publication.",
Llama-3.1-70b,144,"As a manager, I want to track which employees sell the most number of products so that I can increase their salary.",
Llama-3.1-70b,148,"As a librarian, I want to add new books to book list.",
Llama-3.1-70b,150,"As an OlderPerson, I want to use ALFRED to control the TV and radio.",
Llama-3.1-70b,152,"As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release.",
Llama-3.1-70b,154,"As a chef, I want to update the allergy warnings of menu items.",
Llama-3.1-70b,156,"As an employee, I want to change orders of a table.",
Llama-3.1-70b,158,"As a library manager, I want to know which books are borrowed most so that I can bring the further copies of the books.",
Llama-3.1-70b,160,"As a librarian, I want to edit suggestion list.",
Llama-3.1-70b,162,"As a Cornell faculty member, I want to have some control over how items within my collection sort in collection contents lists, so that I can control how my work is presented.",
Llama-3.1-70b,166,"As a restaurant manager, I want to see weekly reports.",
Llama-3.1-70b,168,"As a user, I want to sync events created in NeuroHub with a web-based Calendar such as Google Calendar.",
Llama-3.1-70b,170,"As a team member, I want to know what visual design related tasks we might need to plan for this sprint, so that I can assign tasks as necessary.",
Llama-3.1-70b,173,"As an employee, I want to add a new information about myself to the my employee data",
Llama-3.1-70b,175,"As a customer, I want to see the availability of books.",
Llama-3.1-70b,177,"As a user, I want to have nice error pages when something goes wrong, so that I can trust the system and its developers.",
Llama-3.1-70b,179,"As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.",
Llama-3.1-70b,181,"As a DB/IR administrator, I want to see list of subscribers for specified report in order research missing report complaints.",
Llama-3.1-70b,183,"As a staff, I want to add books with unique id.",
Llama-3.1-70b,187,"As an archivist, I want to see what a particular user has downloaded, so that I can track use of assets.",
Llama-3.1-70b,189,"As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.",
