model,prompt_id,story_id,user_story,plantuml
qwen3-coder-next,2,75,"As a DAMS manager, I want to indicate to preservation managers aspects of a master file useful for monitoring its integrity, and impending obsolescence, including file size, creation date, file format and format version.",
qwen3-coder-next,2,76,"As a DAMS manager, I want to indicate to preservation managers aspects of a master file useful for monitoring its integrity, and impending obsolescence, including file size, creation date, file format and format version.",
qwen3-coder-next,2,77,"As a manager, I want to save the menu each month.",
qwen3-coder-next,2,78,"As a manager, I want to save the menu each month.",
qwen3-coder-next,2,79,"As an Archivist, I want to upload an EAD for import from within the frontend application.",
qwen3-coder-next,2,80,"As an Archivist, I want to upload an EAD for import from within the frontend application.",
qwen3-coder-next,2,81,"As a PI, I want to plan what kind of data I want to record/store, so that I can ensure it will possible to store it.",
qwen3-coder-next,2,82,"As a PI, I want to plan what kind of data I want to record/store, so that I can ensure it will possible to store it.",
qwen3-coder-next,2,83,"As a member, I want to remove reservations so that I can cancel my reservation anytime I want.",
qwen3-coder-next,2,84,"As a member, I want to remove reservations so that I can cancel my reservation anytime I want.",
qwen3-coder-next,2,85,"As a librarian, I want to update pages for book information.",
qwen3-coder-next,2,86,"As a librarian, I want to update pages for book information.",
qwen3-coder-next,2,87,"As a user, I want frontend changes for managing enum lists.",
qwen3-coder-next,2,88,"As a user, I want frontend changes for managing enum lists.",
qwen3-coder-next,2,89,"As an admin, I want to automatically validated the ingested contents for copyright infringement.",
qwen3-coder-next,2,90,"As an admin, I want to automatically validated the ingested contents for copyright infringement.",
qwen3-coder-next,2,91,"As a manager, I want to delete library members.",
qwen3-coder-next,2,92,"As a manager, I want to delete library members.",
qwen3-coder-next,2,93,"As a user, I want to link my email account to my profile, so that I can get a temporary password in case I forget my own one.",
qwen3-coder-next,2,94,"As a user, I want to link my email account to my profile, so that I can get a temporary password in case I forget my own one.",
qwen3-coder-next,2,95,"As a chef, I want to update the ingredients of the menu items.",
qwen3-coder-next,2,96,"As a chef, I want to update the ingredients of the menu items.",
qwen3-coder-next,2,97,"As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.",
qwen3-coder-next,2,98,"As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.",
qwen3-coder-next,2,99,"As a manager, I want to display orders by date.",
qwen3-coder-next,2,100,"As a manager, I want to display orders by date.",
qwen3-coder-next,2,101,"As an archivist, I want to upload a single file.",
qwen3-coder-next,2,102,"As an archivist, I want to upload a single file.",
qwen3-coder-next,2,103,"As a librarian, I want to create information about borrowed books.",
qwen3-coder-next,2,104,"As a librarian, I want to create information about borrowed books.",
qwen3-coder-next,2,105,"As a Staff, I want to edit book, so that I can correct book records those are faulty.",
qwen3-coder-next,2,106,"As a Staff, I want to edit book, so that I can correct book records those are faulty.",
qwen3-coder-next,2,107,"As a library staff member, I want to upload large batches of items simultaneously, including descriptive metadata, so that I can offer service to authors efficiently.",
qwen3-coder-next,2,108,"As an archivist, I want to access metadata and visual representations of index cards, so that I can use that information to assist researchers.",
qwen3-coder-next,2,109,"As an archivist, I want to access metadata and visual representations of index cards, so that I can use that information to assist researchers.",
qwen3-coder-next,2,110,"As a chef, I want to create dishes so that I can follow customer comments.",
qwen3-coder-next,2,111,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.",
qwen3-coder-next,2,112,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.",
qwen3-coder-next,2,113,"As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.",
qwen3-coder-next,2,114,"As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.",
qwen3-coder-next,2,115,"As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.",
qwen3-coder-next,2,116,"As a member, I want to calculate the fine for delayed returns by automatically.",
qwen3-coder-next,2,117,"As a member, I want to calculate the fine for delayed returns by automatically.",
qwen3-coder-next,2,118,"As a cook, I want to mark items unavailable, so that Waiter can inform customers.",
qwen3-coder-next,2,119,"As a cook, I want to mark items unavailable, so that Waiter can inform customers.",
qwen3-coder-next,2,120,"As a management user, I want to see the arrival and departure times of the employees.",
qwen3-coder-next,2,121,"As an Archivist, I want to create and edit Agent records.",
qwen3-coder-next,2,122,"As an Archivist, I want to create and edit Agent records.",
qwen3-coder-next,2,123,"As an Archivist, I want to create and edit Event records.",
qwen3-coder-next,2,124,"As an Archivist, I want to create and edit Event records.",
qwen3-coder-next,2,125,"As an app developer, I want to share a dataset type that I had previously deployed as part of an app.",
qwen3-coder-next,2,126,"As an app developer, I want to share a dataset type that I had previously deployed as part of an app.",
qwen3-coder-next,2,127,"As a manager, I want to keep track of resources available so that I can manage inventory.",
qwen3-coder-next,2,128,"As a manager, I want to keep track of resources available so that I can manage inventory.",
qwen3-coder-next,2,129,"As an Owner, I want to design a schedule from the UI SME, so that I know the potential timeline of the UI improvements wanted.",
qwen3-coder-next,2,130,"As a depositor, I want to specify a disposal policy for my data, so that I do not accidentally breach laws or collaboration agreements.",
qwen3-coder-next,2,131,"As a depositor, I want to specify a disposal policy for my data, so that I do not accidentally breach laws or collaboration agreements.",
qwen3-coder-next,2,132,"As a Zooniverse admin, I want to know when I should educate a volunteer.",
